 ,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Nm,rpm,hp
949,Honda Jazz 1.2 SV i VTEC,2015,610000,30000,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,110Nm@ 4800rpm,5,110,,
950,Toyota Fortuner 2.8 2WD AT BSIV,2018,2940000,100000,Diesel,Dealer,Automatic,First Owner,12.9,2755,174.5,450Nm@ 1600-2400rpm,7,450,,
951,Hyundai Creta 1.6 CRDi SX,2017,1150000,63309,Diesel,Dealer,Manual,First Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5,259,,
952,Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1825000,94000,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,360Nm@ 1200-3400rpm,7,360,,
953,Hyundai Elite i20 Asta Option CVT BSIV,2018,890000,29000,Petrol,Dealer,Automatic,First Owner,17.4,1197,81.86,117nm@ 4000rpm,5,117,,
954,Tata Indigo CS eLX BS IV,2017,385000,155000,Diesel,Individual,Manual,First Owner,25.0,1396,69.01,140Nm@ 1800-3000rpm,5,140,,
955,Maruti Celerio ZXI AT,2016,400000,35000,Petrol,Individual,Automatic,First Owner,23.1,998,67.04,90Nm@ 3500rpm,5,90,,
956,Hyundai Grand i10 1.2 CRDi Sportz Option,2018,550000,50000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5,190,,
957,Chevrolet Tavera Neo LS B3 - 7(C) seats BSIII,2010,270000,185000,Diesel,Individual,Manual,First Owner,14.8,2499,80.0,"19@ 1,800(kgm@ rpm)",7,186,,
958,Tata Indigo CS LS (TDI) BS III,2013,200000,175000,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0,135Nm@ 2500rpm,5,135,,
959,Renault KWID RXT Optional,2016,310000,11500,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5,72,,
960,Hyundai Xcent 1.2 CRDi S,2019,700000,3000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,190.25nm@ 1750-2250rpm,5,190,,
961,Chevrolet Sail LT ABS,2015,480000,80000,Diesel,Individual,Manual,Second Owner,22.1,1248,74.0,190Nm@ 1750rpm,5,190,,
962,Maruti Ritz VDi,2015,350000,90000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,190Nm@ 2000rpm,5,190,,
963,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,600000,100000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,200Nm@ 1750rpm,5,200,,
964,Mahindra Scorpio M2DI,2011,350000,120000,Diesel,Individual,Manual,Third Owner,13.5,2179,115.0,277.5Nm@ 1700-2200rpm,5,277,,
965,Maruti Vitara Brezza VDi Option,2018,770000,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,200,,
966,Mahindra Verito 1.5 D6 BSIV,2012,350000,25000,Diesel,Individual,Manual,First Owner,21.03,1461,65.0,160Nm@ 2000rpm,5,160,,
967,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2011,600000,50000,Diesel,Individual,Manual,Third Owner,12.05,2179,120.0,290Nm@ 1800-2800rpm,8,290,,
968,Mahindra TUV 300 T8,2016,750000,71000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240Nm@ 1600-2800rpm,7,240,,
969,Maruti Wagon R VXI BS IV,2016,340000,40000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90Nm@ 3500rpm,5,90,,
970,Hyundai Elite i20 Petrol Sportz,2018,650000,31800,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,114.73nm@ 4000rpm,5,114,,
971,Hyundai i10 Sportz,2014,300000,65000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5,111,,
972,Maruti Alto 800 LXI,2014,204999,15000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69Nm@ 3500rpm,5,69,,
973,Mahindra Verito 1.5 D4 BSIII,2012,254999,70000,Diesel,Individual,Manual,Second Owner,20.8,1461,65.0,160Nm@ 2000rpm,5,160,,
974,Ford Figo Aspire 1.2 Ti-VCT Titanium,2017,650000,5000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,112Nm@ 4000rpm,5,112,,
975,Hyundai EON Magna Plus,2017,280000,50000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,74,,
976,Tata Indica V2 DLS,2011,100000,80000,Diesel,Individual,Manual,First Owner,17.2,1396,53.5,"8.5@ 2,500(kgm@ rpm)",5,83,,
977,Chevrolet Tavera Neo 3 9 Str BSIII,2014,575000,70000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,171Nm@ 1800rpm,9,171,,
978,Maruti Vitara Brezza VDi,2017,780000,40000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,200,,
979,Mahindra Bolero 2011-2019 ZLX,2013,467000,157000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,195,,
980,Mahindra Scorpio S10 7 Seater,2015,1050000,90000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,280Nm@ 1800-2800rpm,7,280,,
981,Hyundai i10 Magna 1.1L,2011,225000,80000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5,99,,
982,Mahindra Verito 1.5 D4 BSIV,2012,260000,70000,Diesel,Individual,Manual,Second Owner,21.03,1461,65.0,160Nm@ 2000rpm,5,160,,
983,Chevrolet Spark 1.0 E,2009,90000,50000,Petrol,Individual,Manual,Second Owner,16.0,995,63.0,"9.2@ 4,200(kgm@ rpm)",5,90,,
984,Ford Figo Diesel ZXI,2012,280000,60000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160Nm@ 2000rpm,5,160,,
985,Mahindra Verito 1.5 D4 BSIII,2014,350000,106000,Diesel,Individual,Manual,Second Owner,20.8,1461,65.0,160Nm@ 2000rpm,5,160,,
986,Mahindra Bolero 2011-2019 DI NON AC BS III White,2016,550000,80000,Diesel,Individual,Manual,Second Owner,15.96,2523,63.0,180Nm@ 1440-1500rpm,9,180,,
987,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2013,850000,110000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.0,200Nm@ 1400-3400rpm,8,200,,
988,Mahindra Bolero DI,2011,370000,120000,Diesel,Individual,Manual,Third Owner,13.6,2523,63.0,180 Nm at 1440-1500rpm,7,1765,,
989,Maruti Alto K10 LXI,2013,250000,27000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90Nm@ 3500rpm,5,90,,
990,Maruti Alto LXi,2007,95000,70000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5,62,,
991,Maruti Wagon R LXI Minor,2010,180000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,84Nm@ 3500rpm,5,84,,
992,Mahindra NuvoSport N8 AMT,2016,650000,50000,Diesel,Individual,Automatic,First Owner,17.45,1493,100.0,240Nm@ 1600-2800rpm,7,240,,
993,Hyundai Xcent 1.2 CRDi E,2018,530000,60000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,190.25nm@ 1750-2250rpm,5,190,,
994,Maruti Swift VVT ZXI,2017,610000,15000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,113,,
995,Mahindra Xylo E4 8S,2010,265000,135000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,260 Nm at 1800-2200 rpm,8,2549,,
996,Tata Tiago 1.2 Revotron XZ WO Alloy,2018,560000,26300,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5,114,,
997,Mahindra Bolero 2011-2019 SLE,2014,430000,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,195,,
998,Maruti Swift Dzire VDI,2017,711000,35000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,190,,
999,Maruti Swift Dzire VXI,2015,511000,30000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,115Nm@ 4000rpm,5,115,,
1000,Mahindra Bolero 2011-2019 ZLX,2012,450000,165000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,195,,
1001,Tata Zest Revotron 1.2 XT,2015,325000,50000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5,140,,
1002,Renault Scala Diesel RxZ,2013,434999,120000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,200Nm@ 2000rpm,5,200,,
1003,Ford Figo Diesel LXI,2010,210000,100000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160Nm@ 2000rpm,5,160,,
1004,Maruti SX4 Vxi BSIII,2007,160000,120000,Petrol,Individual,Manual,Second Owner,15.0,1586,104.68,"145@ 4,100(kgm@ rpm)",5,1421,,
1005,Maruti Ertiga VXI Limited Edition,2017,650000,70000,Petrol,Individual,Manual,Second Owner,17.5,1373,91.1,130Nm@ 4000rpm,7,130,,
1006,Hyundai i20 Sportz 1.2,2014,320000,72000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,114,,
1007,Renault KWID Climber 1.0 MT,2017,290000,50000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91Nm@ 4250rpm,5,91,,
1008,Tata Nano CX,2013,80000,30000,Petrol,Individual,Manual,First Owner,25.4,624,37.48,51Nm@ 4000+/-500rpm,4,51,,
1009,Tata Safari Storme EX,2017,1100000,20000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7,320,,
1010,Maruti Ciaz ZDi Plus,2015,600000,110000,Diesel,Individual,Manual,First Owner,26.21,1248,88.5,200Nm@ 1750rpm,5,200,,
1011,Renault KWID RXT,2017,340000,25000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5,72,,
1012,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,750000,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200Nm@ 1400-3400rpm,7,200,,
1013,Renault KWID RXT Optional,2019,395000,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5,72,,
1014,Maruti Wagon R VXI Minor,2010,200000,65000,Petrol,Individual,Manual,First Owner,18.9,1061,67.0,84Nm@ 3500rpm,5,84,,
1015,Maruti Eeco CNG 5 Seater AC BSIV,2019,450000,10000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,85Nm@ 3000rpm,5,85,,
1016,Mahindra Verito 1.4 G4 BSIV,2012,180000,110000,Petrol,Individual,Manual,Second Owner,13.87,1390,75.0,110Nm@ 3000rpm,5,110,,
1017,Mahindra Bolero DI,2008,190000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180 Nm at 1440-1500rpm,7,1765,,
1018,Maruti Eeco 5 Seater AC BSIV,2015,310000,72000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101Nm@ 3000rpm,5,101,,
1019,Maruti Ritz VDi,2014,351000,89100,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,190Nm@ 2000rpm,5,190,,
1020,Hyundai EON Magna Plus,2015,225000,120000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,74,,
1021,Chevrolet Spark 1.0 LT,2012,130000,110000,Petrol,Individual,Manual,First Owner,16.2,995,62.1,90.3Nm@ 4200rpm,5,90,,
1022,Maruti Ciaz Alpha Diesel,2018,1000000,50000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200Nm@ 1750rpm,5,200,,
1023,Chevrolet Sail 1.2 LT ABS,2014,330000,23000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,108.5Nm@ 5000rpm,5,108,,
1024,Maruti Omni MPI STD BSIV,2013,166000,50000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,59Nm@ 2500rpm,5,59,,
1025,Mahindra Xylo D4 BSIII,2013,200000,300000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,260 Nm at 1800-2200 rpm,8,2549,,
1026,Maruti Alto K10 2010-2014 VXI,2011,140000,50000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,90Nm@ 3500rpm,5,90,,
1027,Maruti Eeco CNG 5 Seater AC BSIV,2017,370000,140000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,85Nm@ 3000rpm,5,85,,
1028,Hyundai Elite i20 Sportz Plus CVT BSIV,2019,720000,16000,Petrol,Individual,Automatic,First Owner,17.4,1197,81.86,117nm@ 4000rpm,5,117,,
1029,Hyundai i20 Active 1.4,2015,500000,126000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,219.66nm@ 1500-2750rpm,5,219,,
1030,Hyundai Xcent 1.2 VTVT SX,2019,570000,15000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,113.75nm@ 4000rpm,5,113,,
1031,Maruti Swift Dzire 1.2 Vxi BSIV,2010,210000,200000,Petrol,Individual,Manual,First Owner,17.5,1197,85.8,114Nm@ 4000rpm,5,114,,
1032,Maruti Alto LXi,2009,120000,120000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62Nm@ 3000rpm,5,62,,
1033,Hyundai i10 Sportz AT,2010,196000,110000,Petrol,Individual,Automatic,Third Owner,16.95,1197,78.9,111.8Nm@ 4000rpm,5,111,,
1034,Maruti Eeco 5 Seater AC BSIV,2016,392000,38000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101Nm@ 3000rpm,5,101,,
1035,Tata Manza Aura Plus Safire,2010,150000,104000,Petrol,Individual,Manual,First Owner,15.0,1368,90.0,116Nm@ 4750rpm,5,116,,
1036,Honda BR-V i-VTEC E MT,2017,595000,120000,Petrol,Individual,Manual,First Owner,15.4,1497,117.3,145Nm@ 4600rpm,7,145,,
1037,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,833000,35000,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,200,,
1038,Maruti Swift VDI,2011,280000,210000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190Nm@ 2000rpm,5,190,,
1039,Maruti Ritz VDi,2009,180000,85000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,113Nm@ 4500rpm,5,113,,
1040,Maruti Wagon R VXi BSII,2012,225000,80000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90Nm@ 3500rpm,5,90,,
1041,Mercedes-Benz New C-Class 220 CDI AT,2012,1400000,50000,Diesel,Individual,Automatic,First Owner,14.84,2143,170.0,400Nm@ 1400-2800rpm,5,400,,
1042,Hyundai i20 Era Diesel,2009,340000,40000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5,219,,
1043,Toyota Innova 2.5 GX 8 STR,2010,550000,216000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8,200,,
1044,Maruti Wagon R VXI BS IV,2017,400000,65000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90Nm@ 3500rpm,5,90,,
1045,Maruti Ciaz VDi Plus SHVS,2015,650000,84000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200Nm@ 1750rpm,5,200,,
1046,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,730000,210000,Diesel,Individual,Manual,First Owner,12.99,2494,100.0,200Nm@ 1400-3400rpm,7,200,,
1047,Chevrolet Aveo U-VA 1.2 LS,2010,125000,60000,Petrol,Individual,Manual,First Owner,15.26,1150,74.9,110Nm@ 4400rpm,5,110,,
1048,Maruti Swift Glam,2007,170000,78000,Petrol,Individual,Manual,Second Owner,16.1,1298,88.2,"11.5@ 4,500(kgm@ rpm)",5,112,,
1049,Tata Nano Cx BSIV,2010,55000,50000,Petrol,Individual,Manual,Third Owner,26.0,624,35.0,"48@ 3,000+/-500(NM@ rpm)",4,470,,
1050,Renault Lodgy World Edition 110PS,2017,880000,65000,Diesel,Individual,Manual,First Owner,19.98,1461,108.5,245Nm@ 1750rpm,8,245,,
1051,Renault KWID RXL,2015,200000,50000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5,72,,
1052,Maruti Wagon R VXI 1.2,2019,480000,25000,Petrol,Individual,Manual,First Owner,20.52,1197,81.8,113Nm@ 4200rpm,5,113,,
1053,Mahindra Bolero 2011-2019 Plus AC,2013,480000,100000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195Nm@ 1440-2200rpm,9,195,,
1054,Hyundai i20 1.2 Asta,2018,700000,6000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,114,,
1055,Honda BRV i-DTEC V MT,2016,850000,72113,Diesel,Individual,Manual,First Owner,21.9,1498,98.6,200Nm@ 1750rpm,7,200,,
1056,Tata Indigo CR4,2012,300000,40000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,140Nm@ 1800-3000rpm,5,140,,
1057,Hyundai i20 1.2 Asta Option,2017,650000,8000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,114,,
1058,Maruti Ritz VXI,2010,220000,20000,Petrol,Individual,Manual,First Owner,21.1,1197,85.8,114Nm@ 4000rpm,5,114,,
1059,Tata Indigo CS LS (TDI) BS-III,2014,300000,45000,Diesel,Individual,Manual,First Owner,19.09,1405,69.01,135Nm@ 2500rpm,5,135,,
1060,Maruti Swift Dzire VDI,2014,450000,80000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,190,,
1061,Maruti Swift VDI BSIV,2014,400000,90000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190Nm@ 2000rpm,5,190,,
1062,Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018,1030000,25000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200Nm@ 1750rpm,5,200,,
1063,Tata Manza Aura Quadrajet,2010,190000,100000,Diesel,Individual,Manual,Second Owner,18.8,1248,90.0,200Nm@ 1750-3000rpm,5,200,,
1064,Hyundai i20 Active S Diesel,2018,800000,30000,Diesel,Individual,Manual,First Owner,21.19,1396,88.76,219.66nm@ 1500-2750rpm,5,219,,
1065,Mahindra Scorpio LX 2.6 Turbo,2007,229999,120000,Diesel,Individual,Manual,Third Owner,10.5,2609,120.0,290Nm@ 1800-2800rpm,7,290,,
1066,Tata Safari DICOR 2.2 EX 4x2,2011,300000,80000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.03,320Nm@ 1700-2700rpm,7,320,,
1067,Volkswagen Vento Diesel Highline,2011,375000,69000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,250Nm@ 1500-2500rpm,5,250,,
1068,Chevrolet Beat LT,2010,140000,75000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,108Nm@ 4400rpm,5,108,,
1069,Hyundai Xcent 1.1 CRDi S Option,2014,420000,90000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.01,180.4Nm@ 1750-2500rpm,5,180,,
1070,Renault Pulse RxZ,2012,300000,100000,Diesel,Individual,Manual,Third Owner,23.08,1461,63.12,160Nm@ 2000rpm,5,160,,
1071,Tata Indica Vista Quadrajet VX,2012,150000,110000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,190Nm@ 1750-3000rpm,5,190,,
1072,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,600000,90000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5,205,,
1073,Ford Figo Diesel Titanium,2011,204999,100000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160Nm@ 2000rpm,5,160,,
1074,Hyundai Xcent 1.2 CRDi SX,2017,625000,50000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,190.25nm@ 1750-2250rpm,5,190,,
1075,Fiat Grande Punto 1.3 Emotion Pack 90HP (Diesel),2011,280000,200000,Diesel,Individual,Manual,First Owner,20.5,1248,91.7,209Nm@ 2000rpm,5,209,,
1076,Hyundai Santa Fe 2WD AT,2014,1050000,146000,Diesel,Individual,Automatic,Second Owner,13.01,2199,194.3,436.39Nm@ 1800-2500rpm,7,436,,
1077,Chevrolet Optra Magnum 1.6 LT Petrol,2009,250000,80000,Petrol,Individual,Manual,Second Owner,12.9,1598,102.5,148Nm@ 4000rpm,5,148,,
1078,Tata New Safari DICOR 2.2 EX 4x2,2010,535000,96443,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,320Nm@ 1700-2700rpm,7,320,,
1079,Honda Accord 2.4 AT,2009,400000,100000,Petrol,Individual,Automatic,Second Owner,11.7,2354,177.6,222Nm@ 4300rpm,5,222,,
1080,Maruti Swift AMT VXI,2019,610000,10000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5,113,,
1081,Maruti Swift Dzire VDI,2014,509999,110000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,190,,
1082,Tata Safari Storme VX,2014,521000,86000,Diesel,Individual,Manual,Second Owner,14.0,2179,138.1,320Nm@ 1700-2700rpm,7,320,,
1083,Maruti Swift Dzire VDI,2014,511000,100000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,190,,
1084,Hyundai i20 Sportz 1.4 CRDi,2014,451000,91000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,219,,
1085,Hyundai i10 Sportz,2009,170000,100000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5,111,,
1086,Maruti Swift Dzire VDI,2013,450000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,190,,
1087,Honda City 1.5 V Elegance,2011,375000,90000,Petrol,Individual,Manual,Second Owner,17.0,1497,118.0,146Nm at 4800 rpm,5,1431,,
1088,Maruti Alto 800 LXI,2016,305000,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69Nm@ 3500rpm,5,69,,
1089,Renault KWID RXT,2016,315000,51500,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5,72,,
1090,Chevrolet Sail 1.3 LS,2016,250000,60000,Diesel,Individual,Manual,Second Owner,22.1,1248,74.0,190Nm@ 1750rpm,5,190,,
1091,Ford Figo Diesel EXI,2012,200000,104500,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160Nm@ 2000rpm,5,160,,
1092,Renault Duster 110PS Diesel RxL,2012,400000,120000,Diesel,Individual,Manual,Third Owner,19.01,1461,108.45,248Nm@ 2250rpm,5,248,,
1093,Maruti Swift ZDi,2014,509999,100000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,190Nm@ 2000rpm,5,190,,
1094,Honda Civic 1.8 V MT,2008,375000,90000,Petrol,Individual,Manual,Third Owner,13.5,1799,130.0,172Nm@ 4300rpm,5,172,,
1095,Hyundai Verna 1.4 VTVT,2015,465000,50000,Petrol,Individual,Manual,Second Owner,17.43,1396,105.5,135.3Nm@ 5000rpm,5,135,,
1096,Hyundai Grand i10 1.2 CRDi Asta,2019,700000,10000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5,190,,
1097,Mahindra Scorpio 1.99 S10,2015,950000,120000,Diesel,Individual,Manual,Third Owner,15.4,1997,120.0,280Nm@ 1800-2800rpm,7,280,,
1098,Hyundai i20 1.2 Asta,2017,610000,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,114,,
1099,Maruti Alto 800 LXI,2014,235000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69Nm@ 3500rpm,5,69,,
1100,Maruti Eeco 5 Seater AC BSIV,2017,330000,90000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101Nm@ 3000rpm,5,101,,
1101,Nissan Terrano XE 85 PS,2014,472000,90000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,200Nm@ 1900rpm,5,200,,
1102,Maruti Swift VXI,2019,585000,10000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5,113,,
1103,Mahindra Supro LX 8 Str,2018,500000,10000,Diesel,Individual,Manual,First Owner,23.5,909,45.0,98Nm@ 1600-3000rpm,8,98,,
1104,Maruti Alto K10 VXI,2019,360000,27000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90Nm@ 3500rpm,5,90,,
1105,Maruti Swift Dzire VDI,2016,649000,70000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5,190,,
1106,Maruti Omni MPI CARGO BSIV,2017,200000,50000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,59Nm@ 2500rpm,5,59,,
1107,Hyundai Grand i10 CRDi Magna,2014,400000,110000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160Nm@ 1500-2750rpm,5,160,,
1108,Maruti Celerio VDi,2015,250000,100000,Diesel,Individual,Manual,Second Owner,27.62,793,47.0,125Nm@ 2000rpm,5,125,,
1109,Mahindra Marazzo M6,2018,1200000,50000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,300Nm@ 1750-2500rpm,7,300,,
1110,Maruti Swift Vdi BSIII,2009,250000,105000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,190Nm@ 2000rpm,5,190,,
1111,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,819999,110000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,8,200,,
1112,Mahindra XUV500 W8 2WD,2014,800000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7,330,,
1113,Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,429000,49102,Petrol,Dealer,Manual,Second Owner,18.88,999,123.37,170Nm@ 1400-4500rpm,5,170,,
1114,Hyundai Santro Xing GLS,2010,150000,60000,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5,96,,
1115,Chevrolet Beat Diesel LT,2012,170000,90000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150Nm@ 1750rpm,5,150,,
1116,Renault Duster 110PS Diesel RxL,2013,360000,81000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,248Nm@ 2250rpm,5,248,,
1117,Hyundai Xcent 1.2 CRDi SX,2018,570000,80000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,190.25nm@ 1750-2250rpm,5,190,,
1118,Renault Duster 110PS Diesel RxZ,2012,350000,105000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,248Nm@ 2250rpm,5,248,,
1119,Maruti Ertiga BSIV VXI,2017,700000,227000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,130Nm@ 4000rpm,7,130,,
1120,Renault Duster 110PS Diesel RxZ,2012,375000,100000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,248Nm@ 2250rpm,5,248,,
1121,Maruti Eeco CNG 5 Seater AC BSIV,2019,450000,60000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,85Nm@ 3000rpm,5,85,,
1122,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,325000,70000,Diesel,Individual,Manual,Third Owner,21.9,1396,88.76,219.6Nm@ 1500-2750rpm,5,219,,
